Market,Category,Business Name,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Total Wins,Email,Certainty %
Keller,CPA,"Allen Consulting, Ed Allen",,,2015,2016,2017,2018,2019,2020,2021,,2023,8,,
Richardson & Murphy,Mexican Restaurant,Frankie's Mexican Cuisine,,,2015,2016,2017,2018,2019,2020,2021,,2023,8,,
Coppell & North Irving,Place for a Massage,Hand & Stone Massage and Facial Spa,,,2015,2016,2017,2018,2019,2020,2021,,2023,8,,
The Woodlands,Urgent Care,Davam Urgent Care,,,2015,2016,2017,2018,2019,2020,2021,,2023,8,,
Coppell & North Irving,Grocer,Kroger,,2014,2015,2016,,2018,2019,2020,2021,,2023,8,,
Flower Mound,Early Education,Trietsch EnRichardson & Murphyment Center,,2014,2015,2016,,2018,2019,2020,2021,,2023,8,,
Fort Bend,Title Company,Stewart Title,2013,,2015,2016,,2018,2019,2020,2021,,2023,8,,
Northeast Tarrant County,Seafood,Truluck's,,2014,2015,2016,2017,,2019,2020,2021,,2023,8,,
Katy & Fulshear,Gymnastics,Westwood Gymnastics & Dance,,2014,2015,2016,2017,,2019,2020,2021,,2023,8,,
Keller,Vein Doctor,"Kallal Medical Group - Dr. Kevin Kallal, MD",,2014,2015,2016,2017,2018,2019,,2021,,2023,8,,
Katy & Fulshear,Allergist,Southwest Asthma & Allergy Associates,2013,2014,2015,2016,2017,,2019,,2021,,2023,8,,
Fort Bend,Health Food Store,Whole Foods,2013,2014,2015,2016,2017,2018,,,2021,,2023,8,,
Flower Mound,Deli,Jason's Deli,,2014,2015,2016,2017,2018,2019,2020,,,2023,8,,
McKinney & Allen,Plumber,Benjamin Franklin Plumbing,2013,,2015,2016,2017,2018,2019,2020,,,2023,8,,
Cy-Fair,Tutoring Company,SpiderSmart Learning Center Cy-Fairpress,2013,2014,2015,2016,,2018,2019,2020,,,2023,8,,
Keller,Wine shop,El Wine Chateau,2013,2014,2015,2016,2017,2018,2019,,,,2023,8,,
Coppell & North Irving,Early Education,Sloan School,2013,2014,2015,2016,2017,2018,2019,,,,2023,8,,
Keller,Auto Repair Shop,AAMCO,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Arlington & Mansfield,Vein Doctor,Atlas Vein Care,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Rockwall & Rowlett,Attorney - Business Law,Atrium Legal Group,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Rockwall & Rowlett,Insurance Agent (Health),Cherie Jones - US Health Advisors,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Rockwall & Rowlett,Indian Restaurant,Curry Express Indian Bistro,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Keller,Spine Surgeon,DISC Spine Institute,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Flower Mound,Pizza,Enzo's,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Frisco & Plano,Barbecue,Hutchin's BBQ,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Coppell & North Irving,Women's Boutique,Let It Shine,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Keller,Outdoor Structure Company,Lone Star Outdoor Creations,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Arlington & Mansfield,Cosmetic Surgeon,Arlington & Mansfieldsfield Cosmetic Surgery Center - Dr. Michael Thornton,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Flower Mound,Medspa,Med Spa of Flower Mound,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Richardson & Murphy,Early Education,Oak Brook School,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Rockwall & Rowlett,Seafood,Pier 101,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Prosper & Celina,Florist,Prosper & Celinasper Blooms & Gifts,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Arlington & Mansfield,CPA,PSK LLP,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Coppell & North Irving,Title Company,Republic Title of Texas,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Richardson & Murphy,Title Company,Republic Title of Texas,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Northeast Tarrant County,Jewelry Store,Southlake Jewelers,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Northeast Tarrant County,Gastroenterologist,Texas Digestive Disease Consultants,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Keller,ENT,Texas ENT Center,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Flower Mound,Realtor,The Gaskill Group,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Rockwall & Rowlett,TMJ Dentontist,"TMJ, Headaches & Migraine, Snoring & Sleep Disorders - Dr. Ron Perkins",,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Frisco & Plano,Foundation Repair,Williamson Foundation Repair,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Cy-Fair,Nursery/Garden Center,Arbor Gate,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Cy-Fair,Patio Furniture Company,Chair King Bay Area & Friendswoodckyard Store,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
The Woodlands,Patio Furniture Company,Chair King Bay Area & Friendswoodckyard Store,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
The Woodlands,Audiologist,Clarity Hearing,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Cy-Fair,Neurologist,GInner Loopl NeuroSpring & Championience - Dr. Paul GInner Loopl,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Fort Bend,Vein Doctor,Reincke Vein Center,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
The Woodlands,Jewelry Store,Robichau's Jewelry,,,,,2017,2018,2019,2020,2021,2022,2023,7,,
Prosper & Celina,Golf Course,Gentle Creek Country Club,,,,2016,,2018,2019,2020,2021,2022,2023,7,,
Northeast Tarrant County,Furniture Store,Stacy Furniture & Design,,,,2016,,2018,2019,2020,2021,2022,2023,7,,
Richardson & Murphy,Asian Restaurant,Sticky Rice,,,,2016,,2018,2019,2020,2021,2022,2023,7,,
Rockwall & Rowlett,Foundation Repair,Williamson Foundation Repair,,,,2016,,2018,2019,2020,2021,2022,2023,7,,
Fort Bend,Spa,The Woodhouse Day Spa,,,,2016,,2018,2019,2020,2021,2022,2023,7,,
Northeast Tarrant County,Wine Shop,Bear Creek Spirits & Wine,,,2015,,,2018,2019,2020,2021,2022,2023,7,,
Northeast Tarrant County,Financial Advisor,Box Financial Advisor,,,2015,,,2018,2019,2020,2021,2022,2023,7,,
Coppell & North Irving,Periodontist,Walker Periodontics & Implant Dentontistry,,,2015,,,2018,2019,2020,2021,2022,2023,7,,
The Woodlands,Furniture Store,Gallery Furniture,,,2015,,,2018,2019,2020,2021,2022,2023,7,,
McKinney & Allen,Nursery/GarDenton Center,Puckett's Nursery,,2014,,,,2018,2019,2020,2021,2022,2023,7,,
Frisco & Plano,Grocer,Market Street,2013,,,,,2018,2019,2020,2021,2022,2023,7,,
Flower Mound,College/University,University of North Texas,2013,,,,,2018,2019,2020,2021,2022,2023,7,,
Richardson & Murphy,Foundation Repair,Williamson Foundation Repair,,,,2016,2017,,2019,2020,2021,2022,2023,7,,
Katy & Fulshear,Pet Boarding,Camp Bow Wow,,,,2016,2017,,2019,2020,2021,2022,2023,7,,
Memorial,PInner Loopates Class,Club PInner Loopates Memorialorial,,,,2016,2017,,2019,2020,2021,2022,2023,7,,
Katy & Fulshear,Place for craft Beer,No Label Brewery,,,,2016,2017,,2019,2020,2021,2022,2023,7,,
Katy & Fulshear,Audiologist,Today's Hearing,,,,2016,2017,,2019,2020,2021,2022,2023,7,,
The Woodlands,Oral Surgeon,Northwest Oral & MaxInner Looplofacial Surgery,,,2015,,2017,,2019,2020,2021,2022,2023,7,,
Katy & Fulshear,Italian Restaurant,Da Vinci Ristorante Italiano,,2014,,,2017,,2019,2020,2021,2022,2023,7,,
Memorial,Golf Course,Memorialorial Park Golf Course,,2014,,,2017,,2019,2020,2021,2022,2023,7,,
Northeast Tarrant County,Family Practice Doctor/Group,Destination Health,2013,,,,2017,,2019,2020,2021,2022,2023,7,,
Arlington & Mansfield,Summer Camp,Camp ThurArlington & Mansfield,,,,2016,2017,2018,,2020,2021,2022,2023,7,,
Arlington & Mansfield,Pulmonologist,Texas Pulmonary & Critical Care Consultants,,,,2016,2017,2018,,2020,2021,2022,2023,7,,
Fort Bend,Auto Repair Shop,Christian Brothers AuTomballotive,,,2015,,2017,2018,,2020,2021,2022,2023,7,,
Keller,Emergency Room,Baylor Scott & White Medical Center - Grapevine,,2014,,,2017,2018,,2020,2021,2022,2023,7,,
Northeast Tarrant County,Interior Designer,MOD Interiors,,2014,,2016,,2018,,2020,2021,2022,2023,7,,
Frisco & Plano,Bariatric Surgeon,Nicholson Clinic,2013,,2015,,,2018,,2020,2021,2022,2023,7,,
Keller,Hospital,Baylor Scott & White Medical Center - Grapevine,2013,2014,,,,2018,,2020,2021,2022,2023,7,,
Arlington & Mansfield,ENT,Cross Timbers ENT,,2014,2015,,2017,,,2020,2021,2022,2023,7,,
Northeast Tarrant County,Allergist,Dunn Acupuncture & Allergy Center,,,,2016,2017,2018,2019,,2021,2022,2023,7,,
Northeast Tarrant County,Florist,Lilium Floral Designs,,,,2016,2017,2018,2019,,2021,2022,2023,7,,
Northeast Tarrant County,Ophthalmologist,Eye Consultants of Texas - Dr. Phillips Kirk Labor,2013,,,,2017,2018,2019,,2021,2022,2023,7,,
Frisco & Plano,Golf Course,Stonebriar Country Club,2013,2014,,,,2018,2019,,2021,2022,2023,7,,
Katy & Fulshear,Veterinarian,The Well Pet Center,,2014,2015,,2017,,2019,,2021,2022,2023,7,,
Arlington & Mansfield,Health Club/Gym,Lifetime Fitness,,2014,2015,2016,,,2019,,2021,2022,2023,7,,
The Woodlands,Seafood,Pappadeaux Seafood Kitchen,,2014,2015,,2017,2018,,,2021,2022,2023,7,,
Northeast Tarrant County,Audiologist,Elite Audiology Resources,,,,2016,2017,2018,2019,2020,,2022,2023,7,,
McKinney & Allen,Audiologist,Hearing Services of McKinney & Alleninney,,,,2016,2017,2018,2019,2020,,2022,2023,7,,
Frisco & Plano,Lasik Surgeon,Key-WhitArlington & Mansfield Eye Center,,,,2016,2017,2018,2019,2020,,2022,2023,7,,
Prosper & Celina,Chiropractor,Scott Chiropractic & Wellness - Dr. Matthew Scott,,,,2016,2017,2018,2019,2020,,2022,2023,7,,
Richardson & Murphy,Health Food Store,SProsper & Celinauts Farmers Market,,,,2016,2017,2018,2019,2020,,2022,2023,7,,
The Woodlands,Car Dealership,Mercedes Benz of The Woodlands,,,,2016,2017,2018,2019,2020,,2022,2023,7,,
Rockwall & Rowlett,Dance Studio,CK Studio,,,2015,2016,,2018,2019,2020,,2022,2023,7,,
Northeast Tarrant County,Plumber,"Berkey's Plumbing, AC & Electrical",,2014,2015,,,2018,2019,2020,,2022,2023,7,,
Fort Bend,Deli,Jason's Deli,,,2015,2016,2017,2018,2019,,,2022,2023,7,,
The Woodlands,Bay Area & Friendswoodriatric Surgeon,Bay Area & Friendswoodlette Bay Area & Friendswoodriatric Center,2013,2014,2015,2016,,2018,,,,2022,2023,7,,
Flower Mound,Home Audio/Video,Charlie Brown Sound,,,,2016,2017,2018,2019,2020,2021,,2023,7,,
Keller,Place for craft Beer,Shannon Brewing Company,,,,2016,2017,2018,2019,2020,2021,,2023,7,,
Arlington & Mansfield,Laser Hair Removal,United Dermatology Associates,,,,2016,2017,2018,2019,2020,2021,,2023,7,,
The Woodlands,Cardiologist,Nasser Cardiology and Vein Center,,,,2016,2017,2018,2019,2020,2021,,2023,7,,
Fort Bend,Mexican Restaurant,Lupe TortInner Loopla,,2014,,2016,2017,,2019,2020,2021,,2023,7,,
Arlington & Mansfield,Home Audio/Video,H. Customs Audio,,2014,2015,2016,,2018,,2020,2021,,2023,7,,
Frisco & Plano,Laser Hair Removal,Skin MD & Beyond,2013,,2015,2016,2017,,,2020,2021,,2023,7,,
Frisco & Plano,Sushi,Kotta Sushi Lounge,,,2015,2016,2017,2018,2019,,2021,,2023,7,,
Frisco & Plano,Private School,Legacy Christian Academy,,2014,2015,2016,2017,,2019,,2021,,2023,7,,
The Woodlands,Pet Boarding,Camp Bow Wow,,,2015,2016,2017,2018,2019,2020,,,2023,7,,
Fort Bend,Private Spring & Championhool,Fort Bend Christian Academy,2013,,2015,,2017,2018,2019,2020,,,2023,7,,
Memorial,Allergist,ASAP Allergy,,2014,2015,2016,2017,,2019,2020,,,2023,7,,
Flower Mound,Hotel,Gaylord Texan,2013,2014,2015,2016,,2018,,2020,,,2023,7,,
Cy-Fair,Place for Botox,Bay Area & Friendswoodlle Bliss Luxury Medical Spa,2013,2014,2015,2016,2017,,,2020,,,2023,7,,
Coppell & North Irving,Deli,Jason's Deli,2013,2014,2015,,2017,2018,2019,,,,2023,7,,
Katy & Fulshear,Hospital,Memorialorial HeRichmondann Katy Hospital,2013,2014,2015,2016,2017,,2019,,,,2023,7,,
Frisco & Plano,Bio-IDentontical Hormone Center,Azure Med Spa - Dr. Kathyrn E. White,,,,,,2018,2019,2020,2021,2022,2023,6,,
McKinney & Allen,Auto Repair Shop,Burdick Auto Solutions,,,,,,2018,2019,2020,2021,2022,2023,6,,
Rockwall & Rowlett,Patio Furniture Company,Chair King Backyard Store,,,,,,2018,2019,2020,2021,2022,2023,6,,
Flower Mound,Asian Restaurant,China Island Grill,,,,,,2018,2019,2020,2021,2022,2023,6,,
McKinney & Allen,Pilates Class,Club Pilates,,,,,,2018,2019,2020,2021,2022,2023,6,,
Prosper & Celina,Plumber,Crown Plumbing,,,,,,2018,2019,2020,2021,2022,2023,6,,
Rockwall & Rowlett,Gastroenterologist,Digestive Health Associates of Texas,,,,,,2018,2019,2020,2021,2022,2023,6,,
Frisco & Plano,Auto Repair Shop,Frisco Automotive,,,,,,2018,2019,2020,2021,2022,2023,6,,
Frisco & Plano,Flooring Store,J&H Family Floors,,,,,,2018,2019,2020,2021,2022,2023,6,,
Richardson & Murphy,Wine Shop,Landon Winery,,,,,,2018,2019,2020,2021,2022,2023,6,,
Coppell & North Irving,Drug Store/Pharmacy,Las Colinas Pharmacy,,,,,,2018,2019,2020,2021,2022,2023,6,,
Northeast Tarrant County,Baby/Children Boutique,Little Orange Fish,,,,,,2018,2019,2020,2021,2022,2023,6,,
Flower Mound,Live Music,Marty B's,,,,,,2018,2019,2020,2021,2022,2023,6,,
Northeast Tarrant County,Indian Restaurant,Mughlai Fine Indian Cuisine,,,,,,2018,2019,2020,2021,2022,2023,6,,
Prosper & Celina,TMJ Dentontist,Prosper & Celinasper Family Dentontistry,,,,,,2018,2019,2020,2021,2022,2023,6,,
Arlington & Mansfield,Pain Arlington & Mansfieldagement,Regency Pain & Therapy Institute,,,,,,2018,2019,2020,2021,2022,2023,6,,
McKinney & Allen,Medspa,RejuvedermMD Aesthetic Center ,,,,,,2018,2019,2020,2021,2022,2023,6,,
Arlington & Mansfield,Veterinarian,Richardson & Murphyter Animal Hospital and Pet Resort,,,,,,2018,2019,2020,2021,2022,2023,6,,
Frisco & Plano,Nursery/GarDenton Center,Shades of Green Nursery,,,,,,2018,2019,2020,2021,2022,2023,6,,
Rockwall & Rowlett,Gymnastics,United Elite Gymnastics,,,,,,2018,2019,2020,2021,2022,2023,6,,
Coppell & North Irving,College/University,University of Dallas,,,,,,2018,2019,2020,2021,2022,2023,6,,
Coppell & North Irving,Insurance Agent (Health),"US Health Group, Dotty Shaffer",,,,,,2018,2019,2020,2021,2022,2023,6,,
Flower Mound,Photographer,What's That Guy's Name? - Photography by Guy T Phillips,,,,,,2018,2019,2020,2021,2022,2023,6,,
Fort Bend,CPA,Bay Area & FriendswoodInner Loopes Bay Area & Friendswoodtes & Associates,,,,,,2018,2019,2020,2021,2022,2023,6,,
Fort Bend,Music Studio/Lessons,Century Fine Arts,,,,,,2018,2019,2020,2021,2022,2023,6,,
Fort Bend,Italian Restaurant,Corelli's Italian Café,,,,,,2018,2019,2020,2021,2022,2023,6,,
Cy-Fair,Drug Store/PhaRichmondaCy-Fair,Cy-Fairpress Compounding PhaRichmondaCy-Fair,,,,,,2018,2019,2020,2021,2022,2023,6,,
Cy-Fair,Sushi,Edojin Sushi,,,,,,2018,2019,2020,2021,2022,2023,6,,
Cy-Fair,RehabInner Loopitation Center - Physical,Encompass Health RehabInner Loopitation Hospital,,,,,,2018,2019,2020,2021,2022,2023,6,,
The Woodlands,Periodontist,Montgomery County Periodontal Associates,,,,,,2018,2019,2020,2021,2022,2023,6,,
The Woodlands,Bay Area & Friendswoodrre Class,Pure Bay Area & Friendswoodrre,,,,,,2018,2019,2020,2021,2022,2023,6,,
Fort Bend,Live Music Venue,Smart Financial,,,,,,2018,2019,2020,2021,2022,2023,6,,
Fort Bend,Health Club/Gym,SuperSlow Zone,,,,,,2018,2019,2020,2021,2022,2023,6,,
Cy-Fair,ENT,Texas ENT Specialists,,,,,,2018,2019,2020,2021,2022,2023,6,,
The Woodlands,DeRichmondatologist,Tricia Brown DeRichmondatology,,,,,,2018,2019,2020,2021,2022,2023,6,,
Frisco & Plano,Pest Control,All-Safe Pest & Termite,,,,,2017,,2019,2020,2021,2022,2023,6,,
Coppell & North Irving,Home Builder,Holmes Builders,,,,,2017,,2019,2020,2021,2022,2023,6,,
Rockwall & Rowlett,Bariatric Surgeon,Kennedy Bariatrics,,,,,2017,,2019,2020,2021,2022,2023,6,,
Rockwall & Rowlett,Lasik Surgeon,Key-WhitArlington & Mansfield Eye Center,,,,,2017,,2019,2020,2021,2022,2023,6,,
Arlington & Mansfield,Optometrist,Arlington & Mansfieldsfield Vision Center,,,,,2017,,2019,2020,2021,2022,2023,6,,
Coppell & North Irving,Asian Restaurant,Pan Acean,,,,,2017,,2019,2020,2021,2022,2023,6,,
Prosper & Celina,Drug Store/Pharmacy,Prosper & Celinasper Pharmacy,,,,,2017,,2019,2020,2021,2022,2023,6,,
Rockwall & Rowlett,Drug Store/Pharmacy,Rockwall & Rowlettwall Drug & General Store,,,,,2017,,2019,2020,2021,2022,2023,6,,
Richardson & Murphy,Patio Furniture Company,Sunnyland Outdoor Living,,,,,2017,,2019,2020,2021,2022,2023,6,,
Northeast Tarrant County,Women's Boutique,Austin Lorin,,,,2016,,,2019,2020,2021,2022,2023,6,,
The Woodlands,Bay Area & Friendswoodby/ChInner Loopdren Boutique,Teacups & Tadpoles,,,,2016,,,2019,2020,2021,2022,2023,6,,
Flower Mound,Chiropractor,Best Life Chiropractic and Wellness Center,,,2015,,,,2019,2020,2021,2022,2023,6,,
Prosper & Celina,Carpet Restoration/Cleaning,Carpet Tech,,,2015,,,,2019,2020,2021,2022,2023,6,,
Arlington & Mansfield,Pediatrician,Cook Children's Pediatrics,,,2015,,,,2019,2020,2021,2022,2023,6,,
Memorial,Italian Restaurant,Ciro's Italian GrInner Loopl,,2014,,,,,2019,2020,2021,2022,2023,6,,
McKinney & Allen,Acupuncture,Chiropractic Wellness Center,,,,,2017,2018,,2020,2021,2022,2023,6,,
Arlington & Mansfield,Seafood,Fish City Grill,,,,,2017,2018,,2020,2021,2022,2023,6,,
Frisco & Plano,CPA,Joe C. Hockaday CPA,,,,,2017,2018,,2020,2021,2022,2023,6,,
Flower Mound,Laser Hair Removal,Med Spa of Flower Mound,,,,,2017,2018,,2020,2021,2022,2023,6,,
Northeast Tarrant County,Title Company,Republic Title of Texas,,,,,2017,2018,,2020,2021,2022,2023,6,,
Prosper & Celina,College/University,Collin College,,,,2016,,2018,,2020,2021,2022,2023,6,,
Richardson & Murphy,Painting Company,Southern Painting,,,,2016,,2018,,2020,2021,2022,2023,6,,
Flower Mound,Grocer,Market Street,,,2015,,,2018,,2020,2021,2022,2023,6,,
Keller,Acupuncture,North Texas Whole Health Wellness Center,,,,2016,2017,,,2020,2021,2022,2023,6,,
Rockwall & Rowlett,Live Music,Southern Junction,,,,2016,2017,,,2020,2021,2022,2023,6,,
Katy & Fulshear,Nursery/Garden Center,Enchanted Gardens,,,,2016,2017,,,2020,2021,2022,2023,6,,
Richardson & Murphy,Pet Groomer,Cloud Nine Pet Resort,,,2015,,2017,,,2020,2021,2022,2023,6,,
McKinney & Allen,Carpet Restoration/Cleaning,Carpet Tech,,,2015,2016,,,,2020,2021,2022,2023,6,,
Rockwall & Rowlett,Painting Company,CertaProsper & Celina,,,2015,2016,,,,2020,2021,2022,2023,6,,
Fort Bend,Oral Surgeon,Fort Bend Oral Surgeons,,,2015,2016,,,,2020,2021,2022,2023,6,,
Arlington & Mansfield,Asian Restaurant,Blue Mint Thai & Asian Cuisine,2013,,,2016,,,,2020,2021,2022,2023,6,,
Rockwall & Rowlett,Steak,Culpepper Steak House,,2014,2015,,,,,2020,2021,2022,2023,6,,
Memorial,Seafood,Goode Company,,2014,2015,,,,,2020,2021,2022,2023,6,,
Rockwall & Rowlett,Bio-IDentontical Hormone Center,EVEXIAS Medical Center,,,,,2017,2018,2019,,2021,2022,2023,6,,
Richardson & Murphy,Facial Treatments,Facelogic Murphy,,,,,2017,2018,2019,,2021,2022,2023,6,,
Prosper & Celina,Steak,Texas Roadhouse,,,,,2017,2018,2019,,2021,2022,2023,6,,
Rockwall & Rowlett,Place for a Massage,My Herbal Massage,,,,2016,,2018,2019,,2021,2022,2023,6,,
Fort Bend,Lasik Surgeon,Mann Eye Institute,,,,2016,,2018,2019,,2021,2022,2023,6,,
Flower Mound,Psychiatrist,Mind Matters PsychiatryMD,,,,2016,2017,,2019,,2021,2022,2023,6,,
Flower Mound,CPA,Chandler & Knowles,,,2015,2016,,,2019,,2021,2022,2023,6,,
Arlington & Mansfield,General Surgeon,Surgical Associates of Arlington & Mansfieldsfield,,,,2016,2017,2018,,,2021,2022,2023,6,,
Frisco & Plano,Title Company,Republic Title of Texas,,,2015,,2017,2018,,,2021,2022,2023,6,,
Katy & Fulshear,Orthopedic Surgeon,"Orthopaedic Associates, LLP",2013,2014,,2016,,,,,2021,2022,2023,6,,
Rockwall & Rowlett,Car Wash,Hacienda Car Wash,2013,2014,2015,,,,,,2021,2022,2023,6,,
Fort Bend,Car Wash,Mister Car Wash,2013,2014,2015,,,,,,2021,2022,2023,6,,
Rockwall & Rowlett,Child Care,Essential Steps,,,,,2017,2018,2019,2020,,2022,2023,6,,
Cy-Fair,Insurance Agent (Auto & Home),State FaRichmond - Kristi Sebera,,,2015,,2017,,2019,2020,,2022,2023,6,,
Rockwall & Rowlett,Facial Treatments,Skin Envy,,2014,,,2017,,2019,2020,,2022,2023,6,,
Frisco & Plano,Podiatrist,Premier Foot & Ankle - Dr. Jaryl Korpinen,,2014,,,2017,2018,,2020,,2022,2023,6,,
Arlington & Mansfield,Bio-IDentontical Hormone Center,Institute for Hormonal Balance - Arlington & Mansfielddy Cotten,,2014,,2016,2017,,,2020,,2022,2023,6,,
Northeast Tarrant County,Private School,Covenant Christian Academy,,,,2016,2017,2018,2019,,,2022,2023,6,,
McKinney & Allen,Painting Company,Southern Painting,,,,2016,2017,2018,2019,,,2022,2023,6,,
Arlington & Mansfield,Internal Medicine Doctor,John Thurmond and Associates,,,2015,,2017,2018,2019,,,2022,2023,6,,
The Woodlands,Medspa,Body Benefits Medspa,2013,,2015,2016,,,2019,,,2022,2023,6,,
Fort Bend,Florist,Nora Anne's Flower Shoppe,2013,2014,,2016,,,2019,,,2022,2023,6,,
Rockwall & Rowlett,Bank/Financial Institution,American National Bank,2013,2014,2015,,2017,,,,,2022,2023,6,,
McKinney & Allen,Bridal Store,LeAnn's Bridal,,,,,2017,2018,2019,2020,2021,,2023,6,,
Richardson & Murphy,Indian Restaurant,Mumtaz Indian Restaurant,,,,,2017,2018,2019,2020,2021,,2023,6,,
Coppell & North Irving,Indian Restaurant,Our Place,,,,,2017,2018,2019,2020,2021,,2023,6,,
The Woodlands,Sleep Doctor/Specialist,Sleep Health Clinic of The Woodlands,,,,,2017,2018,2019,2020,2021,,2023,6,,
Richardson & Murphy,Emergency Room,Methodist Richardson & Murphyardson Medical Center,,,,2016,,2018,2019,2020,2021,,2023,6,,
Katy & Fulshear,Pest Control,Bugs Incorporated,,,,2016,2017,,2019,2020,2021,,2023,6,,
Memorial,Maid/Cleaning Service,MaidPro,,,,2016,2017,,2019,2020,2021,,2023,6,,
Coppell & North Irving,Patio & Bar Restaurant,J Macklin's Grill,2013,,,,2017,,2019,2020,2021,,2023,6,,
Katy & Fulshear,Health Food Store,Sprouts FaRichmonders Market,,2014,,2016,,,2019,2020,2021,,2023,6,,
Northeast Tarrant County,Pest Control,Mid Cities Pest Control,,,,2016,2017,2018,,2020,2021,,2023,6,,
Northeast Tarrant County,Neurosurgeon,Spine Team Texas,,,,2016,2017,2018,,2020,2021,,2023,6,,
Flower Mound,General Surgeon,Dr. Ralph Parker,,,2015,,2017,2018,,2020,2021,,2023,6,,
Keller,Maid/Cleaning Service,Polished Cleaning,,,2015,,2017,2018,2019,,2021,,2023,6,,
Northeast Tarrant County,Nursery/GarDenton Center,Mike's GarDenton Center,,2014,,2016,,2018,2019,,2021,,2023,6,,
Cy-Fair,Urgent Care,Excel Urgent Care,,2014,2015,,,2018,2019,,2021,,2023,6,,
Katy & Fulshear,Mexican Restaurant,Lupe TortInner Looplas,,2014,,2016,2017,,2019,,2021,,2023,6,,
Fort Bend,Seafood,Pier 36,,2014,2015,,2017,,2019,,2021,,2023,6,,
Katy & Fulshear,Pizza,Grimaldi's Pizzeria,,2014,2015,2016,2017,,,,2021,,2023,6,,
Katy & Fulshear,Flooring Store,EZ Floors,2013,2014,,2016,2017,,,,2021,,2023,6,,
Coppell & North Irving,Bio-IDentontical Hormone Center,Forum Health formerly LifeStream Health Centre,,,2015,,2017,2018,2019,2020,,,2023,6,,
Richardson & Murphy,Deli,Jason's Deli,,,2015,,2017,2018,2019,2020,,,2023,6,,
Prosper & Celina,Spine Surgeon,North Texas Brain & Spine Specialists - Dr. Jean Louis Benae M.D.,,,2015,2016,2017,,2019,2020,,,2023,6,,
Rockwall & Rowlett,Periodontist,North Texas Periodontal Specialists,,,2015,2016,2017,2018,,2020,,,2023,6,,
Northeast Tarrant County,ENT,Texas Ear Nose & Throat Specialists,,2014,,2016,2017,2018,,2020,,,2023,6,,
Fort Bend,Pool Company,Emerald Pools,,2014,2015,2016,2017,,,2020,,,2023,6,,
Richardson & Murphy,Financial Advisor,Edward Jones - Bryan Townley,,,2015,2016,2017,2018,2019,,,,2023,6,,
Memorial,Steak,Taste of Texas,,2014,2015,2016,2017,,2019,,,,2023,6,,
Arlington & Mansfield,Deli,Jason's Deli,2013,,2015,2016,2017,,2019,,,,2023,6,,
Cy-Fair,Furniture Store,Waller Rustic Furniture,,2014,2015,2016,2017,2018,,,,,2023,6,,
Fort Bend,FamInner Loopy Dentist,C & C Dental,2013,2014,2015,2016,2017,,,,,,2023,6,,
Flower Mound,Endodontist,"Associates in (PIE) Periodontics, Implantology, and Endodontics",,,,,,,2019,2020,2021,2022,2023,5,,
Frisco & Plano,Cosmetic Surgeon,Beyond Beautiful,,,,,,,2019,2020,2021,2022,2023,5,,
Northeast Tarrant County,Family Dentontist,"Brad Moss, DDS",,,,,,,2019,2020,2021,2022,2023,5,,
Prosper & Celina,Urgent Care,CommunityMed Family Urgent Care,,,,,,,2019,2020,2021,2022,2023,5,,
McKinney & Allen,Dermatologist,Dermatology Center of McKinney & Alleninney,,,,,,,2019,2020,2021,2022,2023,5,,
McKinney & Allen,Laser Hair Removal,Dermatology Center of McKinney & Alleninney,,,,,,,2019,2020,2021,2022,2023,5,,
Arlington & Mansfield,Patio & Bar Restaurant,El Primo's,,,,,,,2019,2020,2021,2022,2023,5,,
